,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
1581,~Qiang_Huang3,True,National University of Singapore,Postdoc,,2017.0,2024.0,,SG,National University of Singapore
1582,~Manuel_Heurich1,True,Freie Universität Berlin,PhD student,,2022.0,,Berlin,DE,Freie Universität Berlin
1583,~Guangtao_Zhai1,True,Shanghai Jiao Tong University,Full Professor,,2017.0,,Shanghai,CN,Shanghai Jiao Tong University
1584,~Raymond_Zhang1,True,CentraleSupelec,PhD student,,2022.0,2026.0,Gif-sur-Yvette,,CentraleSupélec
1586,~Dachun_Sun1,True,University of Illinois Urbana Champaign,PhD student,,2020.0,2025.0,Urbana,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
1588,~Jincheng_Zhong1,True,"Tsinghua University, Tsinghua University",PhD student,,2022.0,,Beijing ,CN,"Tsinghua University, Beijing"
1589,~Kai_J_Kohlhoff1,True,Google Research,Research Scientist,,2011.0,,,,Google
1590,~Ido_Galil1,True,NVIDIA,Researcher,,2024.0,,,IL,NVIDIA
1591,~Ido_Galil1,True,"Computer Science Departmen, Technion-Israel Institute of Technology",PhD student,,2022.0,2025.0,,IL,"Computer Science Department, Technion - Israel Institute of Technology"
1592,~Matthieu_Kirchmeyer1,True,Genentech,Researcher,,2023.0,,New York,US,Genentech
1593,~Boris_Bonev1,False,NVIDIA,Researcher,,2022.0,2025.0,Zurich,CH,NVIDIA
1595,~Guanglin_Li1,True,Zhejiang University,MS student,,2021.0,2024.0,Hangzhou,CN,Zhejiang University
1596,~Mengmeng_Ma1,True,University of Delaware,PhD student,,2020.0,,,US,University of Delaware
1597,~Robert_Noel_Shorten1,True,Imperial College London,Full Professor,,2019.0,,,,Imperial College London
1598,~Ye_Wang3,True,National University of Singapore,Associate Professor,,2011.0,2024.0,,,National University of Singapore
1599,~Wenchao_Liu2,True,Harbin Institute of Technology,PhD student,,2023.0,,Haribin,,Harbin Institute of Technology
1600,~Edwin_V._Bonilla1,False,CSIRO's Data61,Principal Research Scientist,,2018.0,,,,"Commonwealth Scientific and Industrial Research Organisation, CSIRO"
1601,~Junkang_Wu1,True,University of Science and Technology of China,PhD student,,2021.0,,,CN,University of Science and Technology of China
1602,~Wei_Ping1,True,NVIDIA,Principal Researcher,,2020.0,,Santa Clara,US,NVIDIA
1603,~Seungyul_Han1,False,Ulsan National Institute of Science and Technology,Assistant Professor,,2021.0,,,KR,Ulsan National Institute of Science and Technology
1604,~Liang_Du2,,Shanxi University,Associate Professor,,2020.0,,Taiyuan,CN,Shanxi University
1605,~Frederik_Hoppe1,True,CONTACT-Software GmbH,Researcher,,2024.0,,,DE,CONTACT-Software GmbH
1606,~Frederik_Hoppe1,True,Rheinisch Westfälische Technische Hochschule Aachen,PhD student,,2020.0,,,DE,RWTH Aachen University
1607,~Thomas_Seidl2,False,Ludwig-Maximilians-Universität München,Full Professor,,2016.0,,Munich,DE,Ludwig-Maximilians-Universität München
1608,~Wanhua_Li1,False,Harvard University,Postdoc,,2022.0,,,US,Harvard University
1609,~Sung_Ju_Hwang1,True,Korea Advanced Institute of Science and Technology,Associate Professor,,2020.0,,Seoul,KR,Korea Advanced Institute of Science and Technology
1610,~Sung_Ju_Hwang1,True,AITRICS,Co-founder,,2016.0,,,KR,Korea Institute of Science and Technology
1611,~Alexis_Joly2,False,INRIA,Principal Researcher,,2020.0,2030.0,,FR,"Inria, Paris"
1612,~Zhiqing_Xiao1,True,Zhejiang University,PhD student,,2020.0,,,CN,Zhejiang University
1613,~Zhiqing_Xiao1,True,Yale University,Intern,,2024.0,2025.0,,US,Yale University
1614,~Ligong_Han1,False,International Business Machines,Researcher,,2024.0,,Cambridge,US,International Business Machines
1615,~Ligong_Han1,False,Rutgers University,PhD student,,2018.0,2024.0,New Brunswick,US,Rutgers University
1616,~Xiaodong_Gu3,True,Alibaba Group,Researcher,,2019.0,,hangzhou,CN,Alibaba Group
1617,~Xinzhi_Wang2,False,Purdue University,PhD student,,2023.0,,West Lafayette,US,Purdue University
1618,~Bowen_Li7,True,"School of Computer Science, Carnegie Mellon University",PhD student,,2022.0,,Pittsburgh,US,Carnegie Mellon University
1619,~Mingmin_Zhao1,True,University of Pennsylvania,Assistant Professor,,2023.0,,Philadelphia,US,University of Pennsylvania
1620,~Xin-Chun_Li1,False,Nanjing University,PhD student,,2021.0,2025.0,,,Nanjing University
1621,~Guillaume_Jaume2,True,Harvard University,Postdoc,,2022.0,,Boston,US,Harvard University
1622,~Sagar_M._Waghmare1,True,Google,Researcher,,2018.0,,,,Google
1623,~Vidya_Muthukumar3,True,Georgia Institute of Technology,Assistant Professor,,2021.0,,,,Georgia Institute of Technology
1624,~Alena_Brändle1,True,Ruprecht-Karls-Universität Heidelberg,PhD student,,2022.0,,Mannheim,DE,Heidelberg University
1625,~Xiaoxin_He1,True,National University of Singapore,PhD student,,2021.0,2025.0,,SG,National University of Singapore
1626,~Michael_Bloesch1,False,DeepMind,Research Scientist,,2019.0,,,,Google
1627,~Raghav_Goyal1,False,Samsung,Researcher,,2024.0,,,CA,Samsung Research UK
1628,~Raghav_Goyal1,False,University of British Columbia,PhD student,,2019.0,2024.0,,CA,University of British Columbia
1629,~Pedro_Zattoni_Scroccaro1,True,Delft University of Technology,PhD student,,2020.0,2024.0,,NL,Delft University of Technology
1630,~Haocheng_Xia1,True,University of Illinois at Urbana-Champaign,PhD student,,2024.0,,,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
1632,~Haocheng_Xia1,True,Zhejiang University,MS student,,2021.0,2024.0,,CN,Zhejiang University
1635,~Xuehao_Cui1,True,University of Michigan - Ann Arbor,Undergrad student,,2022.0,2024.0,Ann Arbor,US,University of Michigan - Ann Arbor
1636,~Xuehao_Cui1,True,Shanghai Jiaotong University,Undergrad student,,2020.0,2024.0,Shanghai,CN,Shanghai Jiao Tong University
1637,~Miguel_Fuentes1,True,University of Massachusetts at Amherst,PhD student,,2020.0,2026.0,,,University of Massachusetts Amherst
1638,~Inés_García-Redondo1,True,Imperial College London,PhD student,,2021.0,2025.0,London,GB,Imperial College London
1640,~Keya_Hu1,True,Shanghai Jiaotong University,Undergrad student,,2021.0,2025.0,Shanghai,CN,Shanghai Jiao Tong University
1641,~Christopher_Morris1,True,Rheinisch Westfälische Technische Hochschule Aachen,Assistant Professor,,2022.0,,,DE,RWTH Aachen University
1642,~Yiqun_Diao1,True,National University of Singapore,PhD student,,2021.0,2025.0,,SG,National University of Singapore
1643,~Yikai_Wang1,True,Nanyang Technological University,Postdoc,,2024.0,,,SG,Nanyang Technological University
1644,~Yikai_Wang1,True,Fudan University,PhD student,,2019.0,2024.0,,CN,Fudan University
1645,~Jing_Zhang17,False,Wuhan University,Full Professor,,2024.0,,,CN,Wuhan University
1646,~Jing_Zhang17,False,The University of Sydney,Research Fellow,,2019.0,2024.0,,AU,University of Sydney
1647,~Hsin-Rung_Chou2,False,Sinopac Holdings,Machine Learning Engineer,,2020.0,,,,Sinopac Holdings
1648,~Jianhao_Yuan2,False,University of Oxford,PhD student,,2023.0,2027.0,Oxford,GB,University of Oxford
1650,~Ruishuo_Chen1,True,Nanjing University,Undergrad student,,2021.0,2025.0,Nanjing,CN,Nanjing University
1651,~Songming_Liu1,True,"Tsinghua University, Tsinghua University",PhD student,,2023.0,,Beijing,CN,"Tsinghua University, Beijing"
1652,~Michael_A._Lepori1,True,Brown University,PhD student,,2022.0,,,US,Brown University
1653,~Quan_Dao1,True,Rutgers University,PhD student,,2024.0,2029.0,,US,Rutgers University
1654,~Quan_Dao1,True,VinAI Research,Intern,,2022.0,2024.0,,VN,Meta
1655,~Chen_Liu4,True,The Hong Kong University of Science and Technology,PhD student,,2021.0,,,HK,Hong Kong University of Science and Technology(Guangzhou)
1656,~Wesley_M._Gifford1,False,IBM Research,Researcher,,2010.0,,Yorktown Heights,US,International Business Machines
1657,~Yanhao_Jia1,True,Nanyang Technological University,PhD student,,2024.0,,,SG,Nanyang Technological University
1658,~Yanhao_Jia1,True,A*STAR,Intern,,2024.0,2025.0,,SG,A*STAR
1659,~Yanhao_Jia1,True,Peking University,Intern,,2023.0,2025.0,,CN,Peking University
1660,~Yanhao_Jia1,True,University of the Chinese Academy of Sciences,MS student,,2021.0,2024.0,,CN,University of Chinese Academy of Sciences
1661,~Yu-Hu_Yan1,True,Nanjing University,PhD student,,2022.0,2026.0,Nanjing,CN,Nanjing University
1662,~A_Erdem_Sağtekin1,True,Flatiron Institute,Researcher,,2024.0,2025.0,New York City,US,Flatiron Institute
1663,~A_Erdem_Sağtekin1,True,Eberhard-Karls-Universität Tübingen,MS student,,2022.0,2024.0,Tübingen,DE,University of Tübingen
1665,~Wei_Zhang103,True,Zhejiang University,PhD student,,2021.0,2025.0,Hangzhou,CN,Zhejiang University
1666,~Dmitry_Yarotsky1,True,Steklov Institute of Mathematics,Principal Researcher,,2024.0,,,RU,St. Petersburg Department of Steklov Mathematical Institute
1667,~Dmitry_Yarotsky1,True,Skolkovo Institute of Science and Technology,Full Professor,,2023.0,2024.0,,,The Skolkovo Institute of Science and Technology
1668,~Heinz_Koeppl1,False,TU Darmstadt,Full Professor,,2014.0,2035.0,,,Technical University of Darmstadt
1669,~Boao_Kong1,True,Peking University,PhD student,,2023.0,,Beijing,CN,Peking University
1670,~Chaoqun_Li1,True,China University of Geosciences,Associate Professor,,2014.0,,Wuhan,CN,China University of Geoscience Beijing
1671,~Yunzhe_Hu1,True,University of Hong Kong,PhD student,,2022.0,,,HK,University of Hong Kong
1672,~Peijie_Dong1,True,The Hong Kong University of Science and Technology (Guang Zhou),Phd student,,2023.0,2027.0,,CN,Hong Kong University of Science and Technology(Guangzhou)
1673,~Huidong_Liang2,True,University of Oxford,PhD student,,2023.0,2027.0,Oxford,GB,University of Oxford
1674,~Tehila_Dahan1,True,"Technion - Israel Institute of Technology, Technion",PhD student,,2024.0,2028.0,Haifa,IL,"Computer Science Department, Technion - Israel Institute of Technology"
1675,~Tehila_Dahan1,True,"Technion - Israel Institute of Technology, Technion",MS student,,2022.0,2024.0,Haifa,IL,"Computer Science Department, Technion - Israel Institute of Technology"
1676,~Zhikang_Zou2,True,Baidu,Researcher,,2020.0,,,,Baidu
1677,~Yuchen_Sun5,True,Georgia Institute of Technology,PhD student,,2024.0,,Atlanta,US,Georgia Institute of Technology
1678,~Han-Jia_Ye1,True,Nanjing University,Associate Professor,,2023.0,2025.0,Nanjing,CN,Nanjing University
1679,~Yongqi_Xu1,True,Guangdong University of Technology,Undergrad student,,2021.0,2025.0,Guangzhou,CN,Guangdong University of Technology
1680,~Zhihong_Tian2,True,Guangzhou University,Full Professor,,2017.0,,GuangZhou,CN,Guangzhou University
1681,~Mohsen_Bayati1,True,Stanford University,Full Professor,,2011.0,,,,Stanford University
1682,~Gong_Zhang3,False,Georgia Institute of Technology,PhD student,,2023.0,,Atlanta,US,Georgia Institute of Technology
1683,~Kuzma_Khrabrov1,True,Artificial Intelligence for Drug Discovery Center,Researcher,,2024.0,,Moscow,RU,Artificial Intelligence for Drug Discovery Center
1684,~Kuzma_Khrabrov1,True,Artificial Intelligence Research Institute (AIRI),Researcher,,2021.0,2024.0,,,Artificial Intelligence Research Institute (AIRI)
1685,~Nikita_Dhawan1,True,University of Toronto,PhD student,,2021.0,,,CA,University of Toronto
1686,~Nikita_Dhawan1,True,Meta AI,Intern,,2023.0,2024.0,,US,Meta
1688,~Xian-Sheng_Hua1,True,Terminus Group,Principal Researcher,,2022.0,2025.0,,CN,Terminus Group
1689,~Honghui_Yang1,True,Zhejiang University,PhD student,,2020.0,2025.0,,CN,Zhejiang University
1690,~Honghui_Yang1,True,Shanghai AI Lab,Intern,,2022.0,2024.0,,CN,Shanghai Artificial Intelligence Laboratory
1691,~Shu-Tao_Xia1,True,"Shenzhen International Graduate School, Tsinghua University",Full Professor,,2007.0,,Shenzhen,CN,"Tsinghua University, Beijing"
1692,~Sarthak_Chandra1,True,Massachusetts Institute of Technology,Postdoc,,2020.0,,,,Massachusetts Institute of Technology
1694,~Tianyu_He2,True,"University of Maryland, College Park",PhD student,,2022.0,2025.0,College Park,US,"University of Maryland, College Park"
1695,~Peter_Mørch_Groth1,True,Copenhagen University,PhD student,,2022.0,,,DK,University of Copenhagen
1696,~Adam_Wierman1,False,California Institute of Technology,Professor,,2007.0,,Pasadena,US,California Institute of Technology
1697,~Zhiwei_Lin1,True,Peking University,PhD student,,2021.0,2026.0,Beijing,CN,Peking University
1698,~Xinxing_Xu1,True,Microsoft,Principal Researcher,,2024.0,,singapore,SG,Microsoft
1699,~Xinxing_Xu1,True,Institute of High Performance Computing,Scientist,,2015.0,2024.0,Singapore,SG,Institute of High Performance Computing
1700,~Miao_Zhang10,True,Shanghai Aircraft Design and Research Institute,Researcher,,2015.0,2030.0,,,Shanghai Aircraft Design and Research Institute
1701,~Yi-Rui_Yang2,True,Nanjing University,PhD student,,2019.0,2024.0,,CN,Nanjing University
1702,~Yu_Yin2,True,Case Western Reserve University,Assistant Professor,,2023.0,,CLEVELAND,US,Case Western Reserve University
1703,~Minghui_Fang1,True,Zhejiang University,MS student,,2023.0,2026.0,HangZhou,CN,Zhejiang University
1704,~Zekun_Shi3,False,National University of Singapore,PhD student,,2023.0,,Singapore,SG,National University of Singapore
1705,~Zekun_Shi3,False,Sea AI Lab,Researcher,,2021.0,,,SG,"Sea AI Lab, Sea, Singapore"
1706,~Nikhil_Varma_Keetha1,True,Facebook,Researcher,,2024.0,,,US,Meta
1707,~Nikhil_Varma_Keetha1,True,Carnegie Mellon University,PhD student,,2022.0,,Pittsburgh,US,Carnegie Mellon University
1709,~Eric_Qu1,True,"University of California, Berkeley",PhD student,,2023.0,,Berkeley,US,"University of California, Berkeley"
1710,~Eric_Qu1,True,Meta FAIR,Visiting Researcher,,2024.0,2025.0,Menlo Park,US,Meta
1711,~Huijie_Zhang2,True,University of Michigan - Ann Arbor,PhD student,,2023.0,2027.0,,US,University of Michigan - Ann Arbor
1713,~Naoki_Hiratani1,True,"Washington University, Saint Louis",Assistant Professor,,2023.0,,,US,"Washington University, Saint Louis"
1714,~Hao_Wang28,True,Zhejiang University,PhD student,,2020.0,2025.0,Hangzhou,CN,Zhejiang University
1715,~Kai_Chen9,True,The Chinese University of Hong Kong,Postdoc,,2024.0,,,HK,Chinese University of Hong Kong
1716,~Kai_Chen9,True,The Chinese University of Hong Kong,PhD student,,2020.0,2024.0,,HK,Chinese University of Hong Kong
1717,~Joonseok_Lee1,False,Seoul National University,Assistant Professor,,2021.0,,Seoul,KR,Seoul National University
1718,~Joonseok_Lee1,False,Google Research,Research Scientist,,2015.0,2025.0,Mountain View,US,Google
1719,~Eliu_A_Huerta1,True,Argonne National Laboratory,Principal Researcher,,2021.0,,,US,Argonne National Laboratory
1720,~Yiyang_Zhao1,True,Worcester Polytechnic Institute,PhD student,,2019.0,2024.0,,US,Worcester Polytechnic Institute
1721,~Wei_Lin5,True,Alibaba Group,Researcher,,2015.0,2025.0,HANGZHOU ,CN,Alibaba Group
1722,~Oyku_Deniz_Kose1,True,"University of California, Irvine",PhD student,,2020.0,,Irvine,US,"University of California, Irvine"
1723,~Guoxu_Zhou1,True,Guangdong University of Technology,Full Professor,,2014.0,,Guangzhou,CN,Guangdong University of Technology
1724,~Chongxuan_Li1,True,Renmin University of China,Associate Professor,,2023.0,,Beijing,CN,Renmin University of China
1725,~Scott_Cheng1,True,Pennsylvania State University,PhD student,,2021.0,,,US,Pennsylvania State University
1726,~Manqi_Zhou1,True,Cornell University,PhD student,,2021.0,2026.0,,,Cornell University
1727,~Zaiwei_Chen1,True,Purdue University,Assistant Professor,,2024.0,2030.0,West Lafayette,US,Purdue University
1728,~Zaiwei_Chen1,True,California Institute of Technology,Postdoc,,2022.0,2024.0,Pasadena,US,California Institute of Technology
1730,~Guojin_Chen1,True,"Department of Computer Science and Engineering, The Chinese University of Hong Kong",PhD student,,2021.0,2025.0,,HK,Chinese University of Hong Kong
1731,~Yifei_Sun1,True,Zhejiang University,PhD student,,2021.0,,Hangzhou,CN,Zhejiang University
1732,~Yifei_Sun1,True,National University of Singapore,PhD student,,2023.0,2024.0,Singapore,SG,National University of Singapore
1733,~Xiaotian_Han1,False,Case Western Reserve University,Assistant Professor,,2024.0,,,US,Case Western Reserve University
1734,~Xiaotian_Han1,False,Texas A&M University,PhD student,,2019.0,2024.0,,US,Texas A&M University
1735,~Xufang_Luo1,True,Microsoft Research,Researcher,,2020.0,,Shanghai,CN,Microsoft
1736,~Hanlin_Zhang1,True,Harvard University,PhD student,,2023.0,,,US,Harvard University
1737,~Yueying_Zou1,True,Beijing University of Posts and Telecommunications,PhD student,,2024.0,2028.0,beijing,CN,Beijing University of Posts and Telecommunications
1738,~Yueying_Zou1,True,Beijing University of Post and Telecommunications,MS student,,2022.0,2025.0,beijing,CN,Beijing University of Posts and Telecommunications
1739,~Kaichen_Huang2,True,nanjing university,MS student,,2022.0,2025.0,Nanjing City,CN,Nanjing University
1740,~Lei_Qi1,True,Southeast University,Associate Professor,,2020.0,,Nanjing,CN,Southeast University
1741,~Mo_Zhou3,True,University of Washington,Postdoc,,2024.0,,,US,University of Washington
1742,~Mo_Zhou3,True,Duke University,PhD student,,2019.0,2024.0,,US,Duke University
1743,~Per_Mattsson1,True,Uppsala University,Associate Professor,,2023.0,,Uppsala,SE,Uppsala University
1744,~Haomeng_Zhang1,True,Purdue University,PhD student,,2023.0,,,US,Purdue University
1746,~Renqiu_Xia2,False,Shanghai Jiaotong University,PhD student,,2021.0,2025.0,,CN,Shanghai Jiao Tong University
1747,~Yuelin_Zhang1,True,The Chinese University of Hong Kong,PhD student,,2023.0,,Shatin,HK,Chinese University of Hong Kong
1748,~Simon_Bartels1,True,Université de Toulouse,Postdoc,,2023.0,,,FR,Université de Toulouse
1749,~Volodymyr_Kuleshov1,True,Cornell University,Assistant Professor,,2020.0,,New York,US,Cornell University
